0020 -> 8359 :   -> 荙
45FC -> 408E : 䗼 -> 䂎
45FD -> 5D3E : 䗽 -> 崾
45FE -> 67E1 : 䗾 -> 柡
45FF -> 2594 : 䗿 -> ▔
4600 -> 4388 : 䘀 -> 䎈
4601 -> 54BC : 䘁 -> 咼
4602 -> 5A51 : 䘂 -> 婑
4603 -> 40E1 : 䘃 -> 䃡
4604 -> 5F6F : 䘄 -> 彯
4605 -> 56FC : 䘅 -> 囼
4606 -> 8FC4 : 䘆 -> 迄
4607 -> 4921 : 䘇 -> 䤡
4608 -> 7456 : 䘈 -> 瑖
4609 -> 81A6 : 䘉 -> 膦
460A -> 5D29 : 䘊 -> 崩
460B -> 852D : 䘋 -> 蔭
460C -> 5545 : 䘌 -> 啅
460D -> 4EE6 : 䘍 -> 仦
460E -> 8E65 : 䘎 -> 蹥
460F -> 92F0 : 䘏 -> 鋰
4610 -> 361A : 䘐 -> 㘚
4611 -> 55B1 : 䘑 -> 喱
4612 -> 6749 : 䘒 -> 杉
4613 -> 374F : 䘓 -> 㝏
4614 -> 7266 : 䘔 -> 牦
4615 -> 4464 : 䘕 -> 䑤
4616 -> 2481 : 䘖 -> ⒁
4617 -> 3F12 : 䘗 -> 㼒
4618 -> 614F : 䘘 -> 慏
4619 -> 616D : 䘙 -> 慭
461A -> 3DEE : 䘚 -> 㷮
461B -> 9987 : 䘛 -> 馇
461C -> 7488 : 䘜 -> 璈
461D -> 997D : 䘝 -> 饽
461E -> 9298 : 䘞 -> 銘
461F -> 03B2 : 䘟 -> β
4620 -> 5098 : 䘠 -> 傘
4621 -> 9B23 : 䘡 -> 鬣
4622 -> 4531 : 䘢 -> 䔱
4623 -> 9448 : 䘣 -> 鑈
4624 -> 3D19 : 䘤 -> 㴙
4625 -> 3863 : 䘥 -> 㡣
4626 -> FF1F : 䘦 -> ？
4627 -> 621E : 䘧 -> 戞
4628 -> 6593 : 䘨 -> 斓
4629 -> 9496 : 䘩 -> 钖
462A -> 83F9 : 䘪 -> 菹
462B -> 5818 : 䘫 -> 堘
462C -> 58FD : 䘬 -> 壽
462D -> 431C : 䘭 -> 䌜
462E -> 7DD3 : 䘮 -> 緓
462F -> 7569 : 䘯 -> 畩
4630 -> 4556 : 䘰 -> 䕖
4631 -> 8D78 : 䘱 -> 赸
4632 -> 66F9 : 䘲 -> 曹
4633 -> 6ACD : 䘳 -> 櫍
4634 -> 889C : 䘴 -> 袜
4635 -> 3698 : 䘵 -> 㚘
4636 -> 59AF : 䘶 -> 妯
4637 -> 7484 : 䘷 -> 璄
4638 -> 4C4B : 䘸 -> 䱋
4639 -> 9883 : 䘹 -> 颃
463A -> 4091 : 䘺 -> 䂑
463B -> 77E8 : 䘻 -> 矨
463C -> 9F62 : 䘼 -> 齢
463D -> 4EF7 : 䘽 -> 价
463E -> 7D80 : 䘾 -> 綀
463F -> 6138 : 䘿 -> 愸
4640 -> 64F3 : 䙀 -> 擳
4641 -> 76B9 : 䙁 -> 皹
4642 -> 67F9 : 䙂 -> 柹
4643 -> 3937 : 䙃 -> 㤷
4644 -> 7DF1 : 䙄 -> 緱
4645 -> 54A7 : 䙅 -> 咧
4646 -> 8162 : 䙆 -> 腢
4647 -> 85E2 : 䙇 -> 藢
4648 -> 99E8 : 䙈 -> 駨
4649 -> 8970 : 䙉 -> 襰
464A -> 48FD : 䙊 -> 䣽
464B -> 573F : 䙋 -> 圿
464C -> 4069 : 䙌 -> 䁩
464D -> 8AAF : 䙍 -> 誯
464E -> 456B : 䙎 -> 䕫
464F -> 42AF : 䙏 -> 䊯
4650 -> 3DD9 : 䙐 -> 㷙
4651 -> 9BFC : 䙑 -> 鯼
4652 -> 4BDF : 䙒 -> 䯟
4653 -> 7CB6 : 䙓 -> 粶
4654 -> 3C0F : 䙔 -> 㰏
4655 -> 525A : 䙕 -> 剚
4656 -> 8B55 : 䙖 -> 譕
4657 -> 3470 : 䙗 -> 㑰
4658 -> 571C : 䙘 -> 圜
4659 -> 66C8 : 䙙 -> 曈
465A -> 3571 : 䙚 -> 㕱
465B -> 6130 : 䙛 -> 愰
465C -> 5130 : 䙜 -> 儰
465D -> 404E : 䙝 -> 䁎
465E -> 9502 : 䙞 -> 锂
465F -> 5142 : 䙟 -> 兂
4660 -> 6B72 : 䙠 -> 歲
4661 -> 5937 : 䙡 -> 夷
4662 -> 6092 : 䙢 -> 悒
4663 -> 6211 : 䙣 -> 我
4664 -> 4AD7 : 䙤 -> 䫗
4665 -> 4D2C : 䙥 -> 䴬
4666 -> 735A : 䙦 -> 獚
4667 -> 7DC3 : 䙧 -> 緃
4668 -> 3F3C : 䙨 -> 㼼
4669 -> 6AE4 : 䙩 -> 櫤
466A -> 5E0C : 䙪 -> 希
466B -> 71DC : 䙫 -> 燜
466C -> 52FF : 䙬 -> 勿
466D -> 9FC4 : 䙭 -> 鿄
466E -> 64CF : 䙮 -> 擏
466F -> 83F5 : 䙯 -> 菵
4670 -> 586B : 䙰 -> 填
4671 -> 9AA6 : 䙱 -> 骦
4672 -> 41B7 : 䙲 -> 䆷
4673 -> 4EF2 : 䙳 -> 仲
4674 -> 37C1 : 䙴 -> 㟁
4675 -> 253F : 䙵 -> ┿
4676 -> 82D0 : 䙶 -> 苐
4677 -> 8863 : 䙷 -> 衣
4678 -> 917E : 䙸 -> 酾
4679 -> 5ADA : 䙹 -> 嫚
467A -> 5542 : 䙺 -> 啂
467B -> 81BC : 䙻 -> 膼
467C -> 55DB : 䙼 -> 嗛
467D -> 80B0 : 䙽 -> 肰
467E -> 7C68 : 䙾 -> 籨
467F -> 7FEA : 䙿 -> 翪
4680 -> 4FF1 : 䚀 -> 俱
4681 -> 4EE7 : 䚁 -> 仧
4682 -> 6B93 : 䚂 -> 殓
4683 -> 730D : 䚃 -> 猍
4684 -> 53A3 : 䚄 -> 厣
4685 -> 653E : 䚅 -> 放
4686 -> 8FC9 : 䚆 -> 迉
4687 -> 50B8 : 䚇 -> 傸
4688 -> 775F : 䚈 -> 睟
4689 -> 7409 : 䚉 -> 琉
468A -> 875B : 䚊 -> 蝛
468B -> 54B6 : 䚋 -> 咶
468C -> 793E : 䚌 -> 社
468D -> 798C : 䚍 -> 禌
468E -> 6FC6 : 䚎 -> 濆
468F -> 6AEE : 䚏 -> 櫮
4690 -> 618F : 䚐 -> 憏
4691 -> 4A7D : 䚑 -> 䩽
4692 -> 4B21 : 䚒 -> 䬡
4693 -> 45BA : 䚓 -> 䖺
4694 -> 38D2 : 䚔 -> 㣒
4695 -> 96F4 : 䚕 -> 雴
4696 -> 4BDD : 䚖 -> 䯝
4697 -> 40F0 : 䚗 -> 䃰
4698 -> 99E5 : 䚘 -> 駥
4699 -> 6CC6 : 䚙 -> 泆
469A -> 603D : 䚚 -> 怽
469B -> FE12 : 䚛 -> ︒
469C -> 8717 : 䚜 -> 蜗
469D -> 7D8C : 䚝 -> 綌
469E -> 7183 : 䚞 -> 熃
469F -> 71C8 : 䚟 -> 燈
46A0 -> 4E71 : 䚠 -> 乱
46A1 -> 6367 : 䚡 -> 捧
46A2 -> 9A96 : 䚢 -> 骖
46A3 -> 991D : 䚣 -> 餝
46A4 -> 78BA : 䚤 -> 確
46A5 -> 75E9 : 䚥 -> 痩
46A6 -> 975C : 䚦 -> 靜
46A7 -> 360F : 䚧 -> 㘏
46A8 -> 946A : 䚨 -> 鑪
46A9 -> 44F7 : 䚩 -> 䓷
46AA -> 8F80 : 䚪 -> 辀
46AB -> 7115 : 䚫 -> 焕
46AC -> 95CD : 䚬 -> 闍
46AD -> 8207 : 䚭 -> 與
46AE -> 8DC2 : 䚮 -> 跂
46AF -> 5740 : 䚯 -> 址
46B0 -> 78E6 : 䚰 -> 磦
46B1 -> 005C : 䚱 -> \
46B2 -> 4C32 : 䚲 -> 䰲
46B3 -> 8876 : 䚳 -> 衶
46B4 -> 3FF5 : 䚴 -> 㿵
46B5 -> 8EC2 : 䚵 -> 軂
46B6 -> 9C48 : 䚶 -> 鱈
46B7 -> 4BEF : 䚷 -> 䯯
46B8 -> 9DD9 : 䚸 -> 鷙
46B9 -> 48BD : 䚹 -> 䢽
46BA -> 4695 : 䚺 -> 䚕
46BB -> 7502 : 䚻 -> 甂
46BC -> 8AE9 : 䚼 -> 諩
46BD -> 69B9 : 䚽 -> 榹
46BE -> 56EF : 䚾 -> 囯
46BF -> 7E99 : 䚿 -> 纙
46C0 -> 69E2 : 䛀 -> 槢
46C1 -> 52CF : 䛁 -> 勏
46C2 -> 5066 : 䛂 -> 偦
46C3 -> 4652 : 䛃 -> 䙒
46C4 -> 4504 : 䛄 -> 䔄
46C5 -> 659B : 䛅 -> 斛
46C6 -> 9594 : 䛆 -> 閔
46C7 -> 924F : 䛇 -> 鉏
46C8 -> 5B3A : 䛈 -> 嬺
46C9 -> 5062 : 䛉 -> 偢
46CA -> 8B3C : 䛊 -> 謼
46CB -> 4603 : 䛋 -> 䘃
46CC -> 8C03 : 䛌 -> 调
46CD -> 3C3B : 䛍 -> 㰻
46CE -> 8A2C : 䛎 -> 訬
46CF -> 3441 : 䛏 -> 㑁
46D0 -> 7BF7 : 䛐 -> 篷
46D1 -> 3B5A : 䛑 -> 㭚
46D2 -> 4AF9 : 䛒 -> 䫹
46D3 -> 8D92 : 䛓 -> 趒
46D4 -> 97F4 : 䛔 -> 韴
46D5 -> 429B : 䛕 -> 䊛
46D6 -> 9C5C : 䛖 -> 鱜
46D7 -> 92B5 : 䛗 -> 銵
46D8 -> 3653 : 䛘 -> 㙓
46D9 -> 49C1 : 䛙 -> 䧁
46DA -> 9AAF : 䛚 -> 骯
46DB -> 6D9D : 䛛 -> 涝
46DC -> 7892 : 䛜 -> 碒
46DD -> 7F17 : 䛝 -> 缗
46DE -> 7B74 : 䛞 -> 筴
46DF -> 45F3 : 䛟 -> 䗳
46E0 -> 4716 : 䛠 -> 䜖
46E1 -> 60C5 : 䛡 -> 情
46E2 -> 6833 : 䛢 -> 栳
46E3 -> 78A7 : 䛣 -> 碧
46E4 -> 596E : 䛤 -> 奮
46E5 -> 2510 : 䛥 -> ┐
46E6 -> 766A : 䛦 -> 癪
46E7 -> 9ABC : 䛧 -> 骼
46E8 -> 73FA : 䛨 -> 珺
46E9 -> 6D5F : 䛩 -> 浟
46EA -> 4D68 : 䛪 -> 䵨
46EB -> 605A : 䛫 -> 恚
46EC -> 7BBE : 䛬 -> 箾
46ED -> 66BB : 䛭 -> 暻
46EE -> 3FEF : 䛮 -> 㿯
46EF -> 5E8E : 䛯 -> 庎
46F0 -> 9154 : 䛰 -> 酔
46F1 -> 6580 : 䛱 -> 斀
46F2 -> 846C : 䛲 -> 葬
46F3 -> 656C : 䛳 -> 敬
46F4 -> 8617 : 䛴 -> 蘗
46F5 -> 3A2A : 䛵 -> 㨪
46F6 -> 8F34 : 䛶 -> 輴
46F7 -> 54EC : 䛷 -> 哬
46F8 -> 50F7 : 䛸 -> 僷
46F9 -> 783C : 䛹 -> 砼
46FA -> 5B44 : 䛺 -> 孄
46FB -> 44E5 : 䛻 -> 䓥
46FC -> 82EF : 䛼 -> 苯
46FD -> 71AE : 䛽 -> 熮
46FE -> 5DF5 : 䛾 -> 巵
46FF -> 61D6 : 䛿 -> 懖
4700 -> 3A6C : 䜀 -> 㩬
4701 -> E82D : 䜁 -> 
4702 -> 625B : 䜂 -> 扛
4703 -> 4058 : 䜃 -> 䁘
4704 -> 9BB1 : 䜄 -> 鮱
4705 -> 624E : 䜅 -> 扎
4706 -> 9DF1 : 䜆 -> 鷱
4707 -> 3520 : 䜇 -> 㔠
4708 -> 77E1 : 䜈 -> 矡
4709 -> 5E30 : 䜉 -> 帰
470A -> 4B59 : 䜊 -> 䭙
470B -> 4213 : 䜋 -> 䈓
470C -> 5221 : 䜌 -> 刡
470D -> 51E8 : 䜍 -> 凨
470E -> 3A0D : 䜎 -> 㨍
470F -> 66EC : 䜏 -> 曬
4710 -> 936C : 䜐 -> 鍬
4711 -> 9F87 : 䜑 -> 龇
4712 -> 7A97 : 䜒 -> 窗
4713 -> 371F : 䜓 -> 㜟
4714 -> 94E3 : 䜔 -> 铣
4715 -> 57D6 : 䜕 -> 埖
4716 -> 8B66 : 䜖 -> 警
4717 -> 6566 : 䜗 -> 敦
4718 -> 6799 : 䜘 -> 枙
4719 -> 9FAD : 䜙 -> 龭
471A -> 2220 : 䜚 -> ∠
471B -> 7804 : 䜛 -> 砄
471C -> 647B : 䜜 -> 摻
471D -> 6AC6 : 䜝 -> 櫆
471E -> 7C63 : 䜞 -> 籣
471F -> 5AFF : 䜟 -> 嫿
4720 -> 7F46 : 䜠 -> 罆
4721 -> 2514 : 䜡 -> └
4722 -> 4968 : 䜢 -> 䥨
4723 -> 6852 : 䜣 -> 桒
4724 -> 9B21 : 䜤 -> 鬡
4725 -> 9B99 : 䜥 -> 鮙
4726 -> 646A : 䜦 -> 摪
4727 -> 605B : 䜧 -> 恛
4728 -> 7D3D : 䜨 -> 紽
4729 -> 99F2 : 䜩 -> 駲
472A -> 4E91 : 䜪 -> 云
472B -> 6FF1 : 䜫 -> 濱
472C -> 3515 : 䜬 -> 㔕
472D -> 7C28 : 䜭 -> 簨
472E -> 4530 : 䜮 -> 䔰
472F -> 9C7C : 䜯 -> 鱼
4730 -> 8E5A : 䜰 -> 蹚
4731 -> 93B4 : 䜱 -> 鎴
4732 -> 8280 : 䜲 -> 芀
4733 -> 7835 : 䜳 -> 砵
4734 -> 55E3 : 䜴 -> 嗣
4735 -> 88D6 : 䜵 -> 裖
4736 -> 8642 : 䜶 -> 虂
4737 -> 7374 : 䜷 -> 獴
4738 -> 9C61 : 䜸 -> 鱡
4739 -> 8625 : 䜹 -> 蘥
473A -> 5E6C : 䜺 -> 幬
473B -> 783F : 䜻 -> 砿
473C -> 8C2E : 䜼 -> 谮
473D -> 792A : 䜽 -> 礪
473E -> 4841 : 䜾 -> 䡁
473F -> 4AFE : 䜿 -> 䫾
4740 -> 9662 : 䝀 -> 院
4741 -> 8432 : 䝁 -> 萲
4742 -> 5BEF : 䝂 -> 寯
4743 -> 954F : 䝃 -> 镏
4744 -> 7CBA : 䝄 -> 粺
4745 -> 6087 : 䝅 -> 悇
4746 -> 68A7 : 䝆 -> 梧
4747 -> E78E : 䝇 -> 
4748 -> 8ACC : 䝈 -> 諌
4749 -> 6336 : 䝉 -> 挶
474A -> 5E4E : 䝊 -> 幎
474B -> 7525 : 䝋 -> 甥
474C -> 9FE6 : 䝌 -> 鿦
474D -> FE18 : 䝍 -> ︘
474E -> 6B80 : 䝎 -> 殀
474F -> 5592 : 䝏 -> 喒
4750 -> 8A14 : 䝐 -> 訔
4751 -> 9C14 : 䝑 -> 鰔
4752 -> 8F79 : 䝒 -> 轹
4753 -> 9DC7 : 䝓 -> 鷇
4754 -> 67FD : 䝔 -> 柽
4755 -> 9569 : 䝕 -> 镩
4756 -> 5306 : 䝖 -> 匆
4757 -> 898B : 䝗 -> 見
4758 -> 4CF8 : 䝘 -> 䳸
4759 -> 939B : 䝙 -> 鎛
475A -> 4EAD : 䝚 -> 亭
475B -> 348A : 䝛 -> 㒊
475C -> 3DC6 : 䝜 -> 㷆
475D -> 77C2 : 䝝 -> 矂
475E -> 4BFC : 䝞 -> 䯼
475F -> 7E84 : 䝟 -> 纄
4760 -> 5B6F : 䝠 -> 孯
4761 -> 8E0F : 䝡 -> 踏
4762 -> 5A91 : 䝢 -> 媑
4763 -> 8185 : 䝣 -> 膅
4764 -> 6597 : 䝤 -> 斗
4765 -> 6AE8 : 䝥 -> 櫨
4766 -> 7BF1 : 䝦 -> 篱
4767 -> 307C : 䝧 -> ぼ
4768 -> 76C4 : 䝨 -> 盄
4769 -> 743A : 䝩 -> 琺
476A -> 6A23 : 䝪 -> 樣
476B -> 4131 : 䝫 -> 䄱
476C -> 2026 : 䝬 -> …
476D -> 6C2D : 䝭 -> 氭
476E -> 54E1 : 䝮 -> 員
476F -> 9CD7 : 䝯 -> 鳗
4770 -> 6E1D : 䝰 -> 渝
4771 -> 6740 : 䝱 -> 杀
4772 -> 7581 : 䝲 -> 疁
4773 -> 645C : 䝳 -> 摜
4774 -> 70FB : 䝴 -> 烻
4775 -> 8E97 : 䝵 -> 躗
4776 -> 69BD : 䝶 -> 榽
4777 -> 6147 : 䝷 -> 慇
4778 -> 3880 : 䝸 -> 㢀
4779 -> 549A : 䝹 -> 咚
477A -> 3A0A : 䝺 -> 㨊
477B -> 51A4 : 䝻 -> 冤
477C -> 9911 : 䝼 -> 餑
477D -> 9DF5 : 䝽 -> 鷵
477E -> 99A4 : 䝾 -> 馤
477F -> 9F22 : 䝿 -> 鼢
4780 -> 95B6 : 䞀 -> 閶
4781 -> 5726 : 䞁 -> 圦
4782 -> 428E : 䞂 -> 䊎
4783 -> 85A3 : 䞃 -> 薣
4784 -> 5D88 : 䞄 -> 嶈
4785 -> 568E : 䞅 -> 嚎
4786 -> 53B8 : 䞆 -> 厸
4787 -> 8D2F : 䞇 -> 贯
4788 -> 25E5 : 䞈 -> ◥
4789 -> 6745 : 䞉 -> 杅
478A -> 3AC3 : 䞊 -> 㫃
478B -> 3774 : 䞋 -> 㝴
478C -> 95A8 : 䞌 -> 閨
478D -> 89C0 : 䞍 -> 觀
478E -> 7182 : 䞎 -> 熂
478F -> 4616 : 䞏 -> 䘖
4790 -> 745E : 䞐 -> 瑞
4791 -> 9C46 : 䞑 -> 鱆
4792 -> 7221 : 䞒 -> 爡
4793 -> 56B5 : 䞓 -> 嚵
4794 -> 6C2E : 䞔 -> 氮
4795 -> 58CE : 䞕 -> 壎
4796 -> 37A6 : 䞖 -> 㞦
4797 -> 3D07 : 䞗 -> 㴇
4798 -> 4E3B : 䞘 -> 主
4799 -> 3705 : 䞙 -> 㜅
479A -> 7E7B : 䞚 -> 繻
479B -> 76E5 : 䞛 -> 盥
479C -> 61B9 : 䞜 -> 憹
479D -> 920E : 䞝 -> 鈎
479E -> 42E5 : 䞞 -> 䋥
479F -> 9245 : 䞟 -> 鉅
47A0 -> 3E4D : 䞠 -> 㹍
47A1 -> 81F6 : 䞡 -> 臶
47A2 -> FF5A : 䞢 -> ｚ
47A3 -> 4C6A : 䞣 -> 䱪
47A4 -> 905A : 䞤 -> 遚
47A5 -> 98FD : 䞥 -> 飽
47A6 -> 3B18 : 䞦 -> 㬘
47A7 -> 7BFF : 䞧 -> 篿
47A8 -> 369B : 䞨 -> 㚛
47A9 -> 698A : 䞩 -> 榊
47AA -> 8321 : 䞪 -> 茡
47AB -> 93E7 : 䞫 -> 鏧
47AC -> 5460 : 䞬 -> 呠
47AD -> 9FA6 : 䞭 -> 龦
47AE -> 49D1 : 䞮 -> 䧑
47AF -> 9A0D : 䞯 -> 騍
47B0 -> 7937 : 䞰 -> 礷
47B1 -> 53F7 : 䞱 -> 号
47B2 -> 4E90 : 䞲 -> 亐
47B3 -> 720C : 䞳 -> 爌
47B4 -> 6C15 : 䞴 -> 氕
47B5 -> 938C : 䞵 -> 鎌
47B6 -> 6D43 : 䞶 -> 浃
47B7 -> 556D : 䞷 -> 啭
47B8 -> 016B : 䞸 -> ū
47B9 -> 9674 : 䞹 -> 陴
47BA -> 370C : 䞺 -> 㜌
47BB -> 8182 : 䞻 -> 膂
47BC -> 7587 : 䞼 -> 疇
47BD -> 7D3E : 䞽 -> 紾
47BE -> 6844 : 䞾 -> 桄
47BF -> 81A4 : 䞿 -> 膤
47C0 -> 4E5D : 䟀 -> 九
47C1 -> 7D00 : 䟁 -> 紀
47C2 -> 672E : 䟂 -> 朮
47C3 -> 6FC5 : 䟃 -> 濅
47C4 -> 7571 : 䟄 -> 畱
47C5 -> 77F6 : 䟅 -> 矶
47C6 -> 93D5 : 䟆 -> 鏕
47C7 -> 9986 : 䟇 -> 馆
47C8 -> 69E9 : 䟈 -> 槩
47C9 -> 4C96 : 䟉 -> 䲖
47CA -> 66CE : 䟊 -> 曎
47CB -> 504C : 䟋 -> 偌
47CC -> 8173 : 䟌 -> 腳
47CD -> 608A : 䟍 -> 悊
47CE -> 5921 : 䟎 -> 夡
47CF -> 5F91 : 䟏 -> 徑
47D0 -> 5753 : 䟐 -> 坓
47D1 -> 3565 : 䟑 -> 㕥
47D2 -> 814A : 䟒 -> 腊
47D3 -> 8E43 : 䟓 -> 蹃
47D4 -> 7EDC : 䟔 -> 络
47D5 -> 7E26 : 䟕 -> 縦
47D6 -> 6C69 : 䟖 -> 汩
47D7 -> 5BB9 : 䟗 -> 容
47D8 -> 0043 : 䟘 -> C
47D9 -> 918C : 䟙 -> 醌
47DA -> 9ED1 : 䟚 -> 黑
47DB -> 6316 : 䟛 -> 挖
47DC -> 6E59 : 䟜 -> 湙
47DD -> 70C5 : 䟝 -> 烅
47DE -> 6915 : 䟞 -> 椕
47DF -> 6225 : 䟟 -> 戥
47E0 -> 6B7A : 䟠 -> 歺
47E1 -> 504E : 䟡 -> 偎
47E2 -> 6302 : 䟢 -> 挂
47E3 -> 9B2F : 䟣 -> 鬯
47E4 -> 5C9E : 䟤 -> 岞
47E5 -> 58D2 : 䟥 -> 壒
47E6 -> 5366 : 䟦 -> 卦
47E7 -> 8CA4 : 䟧 -> 貤
47E8 -> 4691 : 䟨 -> 䚑
47E9 -> 9516 : 䟩 -> 锖
47EA -> 5B26 : 䟪 -> 嬦
47EB -> 98DC : 䟫 -> 飜
47EC -> 6D0D : 䟬 -> 洍
47ED -> 4BA1 : 䟭 -> 䮡
47EE -> 4C34 : 䟮 -> 䰴
47EF -> 6B65 : 䟯 -> 步
47F0 -> 9BCB : 䟰 -> 鯋
47F1 -> 4BD2 : 䟱 -> 䯒
47F2 -> 5A18 : 䟲 -> 娘
47F3 -> 4E4F : 䟳 -> 乏
47F4 -> 3AD6 : 䟴 -> 㫖
47F5 -> 75EB : 䟵 -> 痫
47F6 -> 8934 : 䟶 -> 褴
47F7 -> 4D6C : 䟷 -> 䵬
47F8 -> 51FB : 䟸 -> 击
47F9 -> 8C26 : 䟹 -> 谦
47FA -> 9D9A : 䟺 -> 鶚
47FB -> 8818 : 䟻 -> 蠘
47FC -> 6453 : 䟼 -> 摓
47FD -> 9803 : 䟽 -> 頃
47FE -> 7C5A : 䟾 -> 籚
47FF -> 77E6 : 䟿 -> 矦
4800 -> 7726 : 䠀 -> 眦
4801 -> 7EEE : 䠁 -> 绮
4802 -> 59E1 : 䠂 -> 姡
4803 -> 5BA1 : 䠃 -> 审
4804 -> 47B7 : 䠄 -> 䞷
4805 -> 7CD6 : 䠅 -> 糖
4806 -> 4457 : 䠆 -> 䑗
4807 -> 3003 : 䠇 -> 〃
4808 -> 3DE4 : 䠈 -> 㷤
4809 -> 678B : 䠉 -> 枋
480A -> 8B47 : 䠊 -> 譇
480B -> 39CE : 䠋 -> 㧎
480C -> 5B47 : 䠌 -> 孇
480D -> 6FD9 : 䠍 -> 濙
480E -> 4FC3 : 䠎 -> 促
480F -> 4076 : 䠏 -> 䁶
4810 -> 49E0 : 䠐 -> 䧠
4811 -> 9BC8 : 䠑 -> 鯈
4812 -> 4D79 : 䠒 -> 䵹
4813 -> 757F : 䠓 -> 畿
4814 -> 96E3 : 䠔 -> 難
4815 -> 3EF1 : 䠕 -> 㻱
4816 -> 8222 : 䠖 -> 舢
4817 -> 737D : 䠗 -> 獽
4818 -> 6D15 : 䠘 -> 洕
4819 -> 3718 : 䠙 -> 㜘
481A -> 68D0 : 䠚 -> 棐
481B -> 73B4 : 䠛 -> 玴
481C -> 3BF7 : 䠜 -> 㯷
481D -> 381F : 䠝 -> 㠟
481E -> 9BB8 : 䠞 -> 鮸
481F -> 3D39 : 䠟 -> 㴹
4820 -> 787F : 䠠 -> 硿
4821 -> 9C9C : 䠡 -> 鲜
4822 -> 549E : 䠢 -> 咞
4823 -> 4941 : 䠣 -> 䥁
4824 -> 77F5 : 䠤 -> 矵
4825 -> 3DDD : 䠥 -> 㷝
4826 -> 2267 : 䠦 -> ≧
4827 -> 82D4 : 䠧 -> 苔
4828 -> 6906 : 䠨 -> 椆
4829 -> 839F : 䠩 -> 莟
482A -> 83E1 : 䠪 -> 菡
482B -> 77EB : 䠫 -> 矫
482C -> 655A : 䠬 -> 敚
482D -> 54AE : 䠭 -> 咮
482E -> 3555 : 䠮 -> 㕕
482F -> 31D1 : 䠯 -> ㇑
4830 -> 87FD : 䠰 -> 蟽
4831 -> 3668 : 䠱 -> 㙨
4832 -> 3910 : 䠲 -> 㤐
4833 -> 7687 : 䠳 -> 皇
4834 -> 53C7 : 䠴 -> 叇
4835 -> 854B : 䠵 -> 蕋
4836 -> 961B : 䠶 -> 阛
4837 -> 78B8 : 䠷 -> 碸
4838 -> 4A0A : 䠸 -> 䨊
4839 -> 3819 : 䠹 -> 㠙
483A -> 7367 : 䠺 -> 獧
483B -> 7D44 : 䠻 -> 組
483C -> 7004 : 䠼 -> 瀄
483D -> 9439 : 䠽 -> 鐹
483E -> 6187 : 䠾 -> 憇
483F -> 7998 : 䠿 -> 禘
4840 -> 73A7 : 䡀 -> 玧
4841 -> 4E06 : 䡁 -> 丆
4842 -> 5144 : 䡂 -> 兄
4843 -> 34C0 : 䡃 -> 㓀
4844 -> 6C61 : 䡄 -> 污
4845 -> 9CAA : 䡅 -> 鲪
4846 -> 84F5 : 䡆 -> 蓵
4847 -> 33CE : 䡇 -> ㏎
4848 -> 4A22 : 䡈 -> 䨢
4849 -> 5E47 : 䡉 -> 幇
484A -> 65D3 : 䡊 -> 旓
484B -> 71C4 : 䡋 -> 燄
484C -> 373A : 䡌 -> 㜺
484D -> 3E2D : 䡍 -> 㸭
484E -> 3424 : 䡎 -> 㐤
484F -> 8BAA : 䡏 -> 讪
4850 -> 4154 : 䡐 -> 䅔
4851 -> 55B7 : 䡑 -> 喷
4852 -> 5968 : 䡒 -> 奨
4853 -> 8E58 : 䡓 -> 蹘
4854 -> 6D6F : 䡔 -> 浯
4855 -> 3BCE : 䡕 -> 㯎
4856 -> 64B1 : 䡖 -> 撱
4857 -> 8D4D : 䡗 -> 赍
4858 -> 373C : 䡘 -> 㜼
4859 -> 7062 : 䡙 -> 灢
485A -> 7C21 : 䡚 -> 簡
485B -> 3010 : 䡛 -> 【
485C -> 83EC : 䡜 -> 菬
485D -> 72AA : 䡝 -> 犪
485E -> 7974 : 䡞 -> 祴
485F -> 62D2 : 䡟 -> 拒
4860 -> 4279 : 䡠 -> 䉹
4861 -> 9B0E : 䡡 -> 鬎
4862 -> 4862 : 䡢 -> 䡢
4863 -> 80A7 : 䡣 -> 肧
4864 -> 8DD7 : 䡤 -> 跗
4865 -> 6A6B : 䡥 -> 橫
4866 -> 3AB8 : 䡦 -> 㪸
4867 -> 74CD : 䡧 -> 瓍
4868 -> 6CE6 : 䡨 -> 泦
4869 -> 6A24 : 䡩 -> 樤
486A -> 9722 : 䡪 -> 霢
486B -> 043A : 䡫 -> к
486C -> 491B : 䡬 -> 䤛
486D -> 538E : 䡭 -> 厎
486E -> 9B66 : 䡮 -> 魦
486F -> FFE4 : 䡯 -> ￤
4870 -> 68FB : 䡰 -> 棻
4871 -> 4E13 : 䡱 -> 专
4872 -> 45C6 : 䡲 -> 䗆
4873 -> 3423 : 䡳 -> 㐣
4874 -> 8682 : 䡴 -> 蚂
4875 -> 5EB0 : 䡵 -> 庰
4876 -> 3DC2 : 䡶 -> 㷂
4877 -> 49C4 : 䡷 -> 䧄
4878 -> 8ACF : 䡸 -> 諏
4879 -> 3ABB : 䡹 -> 㪻
487A -> 665D : 䡺 -> 晝
487B -> 8AA0 : 䡻 -> 誠
487C -> 34AE : 䡼 -> 㒮
487D -> 6981 : 䡽 -> 榁
487E -> 6466 : 䡾 -> 摦
487F -> 3641 : 䡿 -> 㙁
4880 -> 96F7 : 䢀 -> 雷
